district,rawDong,type,subtype,regionObservedYears,status,countC,candidateEligible,yearCounts,core8YearCounts,retention,directionPreservedAllScopes,repeatedAllScopes,selectedDetailedExample
동래구,낙민동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[0, 0, 1, 1, 1]","[0, 0, 3, 2, 1]",0.5,True,False,False
동래구,낙민동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동래구,낙민동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동래구,낙민동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,59,True,"[15, 12, 6, 15, 11]","[29, 24, 13, 35, 21]",0.48360655737704916,True,True,False
동래구,명륜동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,79,True,"[9, 16, 14, 25, 15]","[17, 19, 22, 28, 24]",0.7181818181818181,True,True,False
동래구,명륜동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,16,True,"[4, 4, 4, 2, 2]","[4, 6, 6, 3, 4]",0.6956521739130435,True,True,False
동래구,명륜동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[1, 0, 0, 0, 0]","[1, 0, 1, 1, 1]",0.25,True,False,False
동래구,명륜동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",0.0,True,False,False
동래구,명륜동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,199,False,"[38, 46, 42, 38, 35]","[53, 64, 60, 61, 54]",0.6815068493150684,False,True,False
동래구,명장동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,109,False,"[21, 24, 23, 22, 19]","[29, 42, 46, 38, 32]",0.5828877005347594,False,True,False
동래구,명장동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,21,True,"[3, 3, 4, 4, 7]","[5, 3, 7, 5, 12]",0.65625,True,True,False
동래구,명장동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[1, 0, 0, 0, 1]","[1, 2, 2, 0, 1]",0.3333333333333333,True,False,False
동래구,명장동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동래구,명장동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,145,True,"[29, 29, 29, 34, 24]","[50, 55, 50, 56, 42]",0.5731225296442688,True,True,False
동래구,복천동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,34,True,"[9, 4, 9, 3, 9]","[13, 7, 15, 5, 13]",0.6415094339622641,True,True,False
동래구,복천동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[0, 2, 1, 0, 0]","[1, 3, 2, 1, 0]",0.42857142857142855,True,False,False
동래구,복천동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[1, 0, 0, 0, 2]","[2, 0, 0, 0, 2]",0.75,True,False,False
동래구,복천동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동래구,복천동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,14,True,"[6, 1, 1, 4, 2]","[9, 6, 3, 6, 5]",0.4827586206896552,True,True,False
동래구,사직동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,128,True,"[22, 26, 28, 19, 33]","[39, 50, 52, 46, 64]",0.5099601593625498,True,True,False
동래구,사직동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,22,True,"[3, 4, 4, 5, 6]","[6, 9, 7, 8, 8]",0.5789473684210527,True,True,False
동래구,사직동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,6,False,"[1, 1, 3, 1, 0]","[2, 4, 5, 3, 0]",0.42857142857142855,True,False,False
동래구,사직동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동래구,사직동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,232,True,"[47, 49, 48, 46, 42]","[87, 103, 84, 92, 78]",0.5225225225225225,True,True,False
동래구,수안동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,66,True,"[10, 6, 16, 13, 21]","[14, 14, 26, 23, 33]",0.6,True,True,False
동래구,수안동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,8,True,"[1, 1, 2, 1, 3]","[2, 2, 2, 2, 3]",0.7272727272727273,True,True,False
동래구,수안동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동래구,수안동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[0, 1, 0, 1, 0]",0.0,True,False,False
동래구,수안동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,115,False,"[23, 21, 25, 20, 26]","[53, 52, 34, 43, 43]",0.5111111111111111,False,True,False
동래구,안락동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,140,False,"[29, 28, 31, 27, 25]","[47, 46, 42, 52, 53]",0.5833333333333334,False,True,False
동래구,안락동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,32,True,"[3, 6, 9, 7, 7]","[9, 8, 12, 11, 15]",0.5818181818181818,True,True,False
동래구,안락동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]",1.0,True,False,False
동래구,안락동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[0, 0, 0, 2, 0]","[1, 0, 0, 2, 1]",0.5,True,False,False
동래구,안락동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,304,True,"[68, 64, 65, 52, 55]","[122, 110, 127, 105, 108]",0.5314685314685315,True,True,False
동래구,온천동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,253,True,"[31, 58, 56, 63, 45]","[60, 88, 115, 104, 97]",0.5452586206896551,True,True,False
동래구,온천동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,53,True,"[7, 15, 11, 8, 12]","[13, 22, 16, 13, 15]",0.6708860759493671,True,True,True
동래구,온천동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,29,False,"[6, 6, 7, 5, 5]","[11, 16, 12, 13, 11]",0.4603174603174603,False,True,False
동래구,온천동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[0, 1, 0, 2, 0]","[0, 1, 0, 3, 0]",0.75,True,False,False
동래구,온천동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,504,True,"[115, 106, 116, 71, 96]","[209, 203, 206, 185, 188]",0.508577194752775,True,True,False
동래구,칠산동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,22,True,"[2, 5, 3, 4, 8]","[8, 7, 7, 4, 13]",0.5641025641025641,True,True,False
동래구,칠산동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[0, 2, 0, 0, 0]","[1, 2, 1, 0, 1]",0.4,True,False,False
동래구,칠산동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]",1.0,True,False,False
동래구,칠산동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
동래구,칠산동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,14,True,"[4, 4, 2, 2, 2]","[6, 4, 4, 2, 3]",0.7368421052631579,True,True,False
부산진구,가야동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,133,True,"[17, 28, 31, 19, 38]","[36, 53, 57, 40, 66]",0.5277777777777778,True,True,False
부산진구,가야동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,23,True,"[5, 6, 4, 4, 4]","[8, 10, 8, 7, 8]",0.5609756097560976,True,True,False
부산진구,가야동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,6,False,"[2, 1, 0, 2, 1]","[4, 4, 2, 5, 1]",0.375,True,False,False
부산진구,가야동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,가야동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,243,True,"[60, 58, 44, 46, 35]","[114, 100, 97, 93, 74]",0.5083682008368201,True,True,False
부산진구,개금동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,208,True,"[43, 32, 42, 45, 46]","[63, 64, 74, 73, 74]",0.5977011494252874,True,True,False
부산진구,개금동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,29,True,"[5, 7, 2, 7, 8]","[11, 8, 7, 8, 11]",0.6444444444444445,True,True,False
부산진구,개금동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,6,False,"[1, 3, 1, 1, 0]","[2, 4, 2, 2, 1]",0.5454545454545454,True,False,False
부산진구,개금동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,개금동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,321,True,"[75, 61, 68, 65, 52]","[142, 121, 125, 129, 130]",0.49613601236476046,True,True,False
부산진구,당감동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,169,True,"[18, 32, 35, 48, 36]","[25, 55, 61, 72, 67]",0.6035714285714285,True,True,False
부산진구,당감동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,26,True,"[6, 6, 5, 5, 4]","[9, 10, 6, 12, 6]",0.6046511627906976,True,True,False
부산진구,당감동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,14,False,"[5, 5, 1, 2, 1]","[8, 10, 3, 3, 8]",0.4375,False,True,False
부산진구,당감동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,당감동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,234,True,"[55, 58, 41, 49, 31]","[100, 111, 88, 93, 68]",0.508695652173913,True,True,False
부산진구,범전동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,21,True,"[5, 3, 4, 4, 5]","[8, 6, 8, 7, 10]",0.5384615384615384,True,True,False
부산진구,범전동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,4,False,"[1, 1, 1, 0, 1]","[2, 1, 1, 0, 1]",0.8,True,False,False
부산진구,범전동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,범전동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,범전동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,44,True,"[12, 10, 9, 4, 9]","[23, 24, 16, 11, 18]",0.4782608695652174,True,True,False
부산진구,범천동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,133,True,"[17, 32, 28, 25, 31]","[39, 42, 54, 51, 62]",0.5362903225806451,True,True,False
부산진구,범천동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,26,False,"[7, 6, 2, 3, 8]","[13, 8, 4, 6, 9]",0.65,False,True,False
부산진구,범천동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[0, 0, 0, 2, 0]","[0, 0, 0, 2, 0]",1.0,True,False,False
부산진구,범천동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[1, 0, 1, 1, 2]",0.0,True,False,False
부산진구,범천동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,314,True,"[58, 85, 53, 57, 61]","[107, 141, 99, 125, 115]",0.534923339011925,True,True,False
부산진구,부암동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,129,False,"[31, 20, 24, 26, 28]","[50, 37, 51, 41, 51]",0.5608695652173913,False,True,False
부산진구,부암동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,17,True,"[6, 2, 1, 4, 4]","[8, 4, 2, 5, 5]",0.7083333333333334,True,True,False
부산진구,부암동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,15,False,"[3, 6, 3, 3, 0]","[6, 7, 6, 4, 0]",0.6521739130434783,True,False,False
부산진구,부암동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,부암동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,266,False,"[61, 54, 48, 45, 58]","[99, 82, 87, 88, 109]",0.5720430107526882,False,True,False
부산진구,부전동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,99,True,"[20, 11, 21, 24, 23]","[37, 32, 34, 47, 51]",0.4925373134328358,True,True,False
부산진구,부전동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,34,True,"[6, 13, 3, 7, 5]","[14, 22, 9, 13, 11]",0.4927536231884058,True,True,False
부산진구,부전동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,부전동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[0, 1, 0, 1, 0]",0.0,True,False,False
부산진구,부전동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,723,True,"[168, 163, 138, 138, 116]","[334, 345, 284, 279, 243]",0.4868686868686869,True,True,False
부산진구,양정동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,91,True,"[13, 15, 24, 18, 21]","[32, 33, 40, 40, 47]",0.4739583333333333,True,True,False
부산진구,양정동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,20,True,"[4, 5, 6, 3, 2]","[9, 10, 7, 3, 5]",0.5882352941176471,True,True,False
부산진구,양정동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,1,False,"[0, 0, 0, 0, 1]","[1, 1, 0, 0, 1]",0.3333333333333333,True,False,False
부산진구,양정동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,양정동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,323,True,"[59, 71, 60, 69, 64]","[119, 140, 115, 118, 123]",0.5252032520325203,True,True,False
부산진구,연지동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,79,True,"[12, 14, 17, 14, 22]","[18, 20, 25, 18, 31]",0.7053571428571429,True,True,False
부산진구,연지동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,11,True,"[1, 3, 3, 2, 2]","[2, 4, 3, 2, 2]",0.8461538461538461,True,True,False
부산진구,연지동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,연지동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
부산진구,연지동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,109,True,"[26, 32, 16, 17, 18]","[37, 38, 23, 28, 32]",0.689873417721519,True,True,False
부산진구,전포동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,133,True,"[22, 24, 25, 29, 33]","[45, 48, 46, 50, 58]",0.5384615384615384,True,True,False
부산진구,전포동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,26,True,"[9, 5, 4, 6, 2]","[13, 9, 9, 10, 7]",0.5416666666666666,True,True,False
부산진구,전포동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,5,False,"[0, 1, 1, 2, 1]","[1, 3, 1, 3, 3]",0.45454545454545453,True,False,False
부산진구,전포동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[0, 1, 0, 0, 0]",0.0,True,False,False
부산진구,전포동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,467,True,"[99, 115, 104, 83, 66]","[184, 210, 182, 155, 131]",0.5417633410672854,True,True,False
부산진구,초읍동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,117,True,"[14, 22, 33, 26, 22]","[19, 33, 42, 35, 35]",0.7134146341463414,True,True,False
부산진구,초읍동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,19,True,"[3, 4, 2, 3, 7]","[4, 6, 3, 4, 7]",0.7916666666666666,True,True,False
부산진구,초읍동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,64,True,"[10, 21, 15, 9, 9]","[13, 24, 20, 11, 10]",0.8205128205128205,True,True,True
부산진구,초읍동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[0, 0, 0, 1, 2]","[0, 1, 0, 2, 2]",0.6,True,False,False
부산진구,초읍동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,120,True,"[23, 23, 23, 26, 25]","[31, 29, 31, 36, 31]",0.759493670886076,True,True,False
북구,구포동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,222,True,"[31, 40, 48, 47, 56]","[64, 70, 87, 76, 98]",0.5620253164556962,True,True,False
북구,구포동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,46,True,"[13, 6, 12, 5, 10]","[22, 7, 21, 9, 12]",0.647887323943662,True,True,False
북구,구포동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,17,True,"[1, 3, 2, 5, 6]","[6, 8, 2, 7, 8]",0.5483870967741935,True,True,False
북구,구포동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,13,False,"[4, 2, 2, 3, 2]","[17, 12, 9, 13, 11]",0.20967741935483872,False,True,False
북구,구포동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,394,True,"[102, 77, 79, 71, 65]","[166, 147, 153, 147, 136]",0.5260347129506008,True,True,False
북구,금곡동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,232,True,"[45, 54, 41, 41, 51]","[55, 70, 54, 53, 70]",0.7682119205298014,True,True,False
북구,금곡동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,11,False,"[1, 2, 3, 3, 2]","[1, 2, 3, 3, 2]",1.0,False,True,False
북구,금곡동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,12,False,"[1, 0, 4, 5, 2]","[5, 2, 5, 7, 6]",0.48,True,False,False
북구,금곡동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[3, 3, 3, 3, 3]",0.0,True,False,False
북구,금곡동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,199,True,"[47, 45, 37, 34, 36]","[70, 63, 61, 53, 51]",0.6677852348993288,True,True,False
북구,덕천동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,152,True,"[25, 22, 34, 34, 37]","[50, 49, 60, 53, 63]",0.5527272727272727,True,True,False
북구,덕천동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,28,False,"[5, 8, 6, 2, 7]","[14, 11, 10, 4, 10]",0.5714285714285714,False,True,False
북구,덕천동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,5,False,"[2, 2, 0, 0, 1]","[2, 3, 0, 0, 2]",0.7142857142857143,False,False,False
북구,덕천동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,14,False,"[0, 5, 3, 2, 4]","[4, 8, 7, 8, 6]",0.42424242424242425,True,False,False
북구,덕천동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,391,True,"[74, 84, 75, 74, 84]","[134, 158, 147, 128, 172]",0.5290933694181326,True,True,False
북구,만덕동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,164,True,"[26, 32, 38, 34, 34]","[44, 52, 60, 65, 62]",0.5795053003533569,True,True,False
북구,만덕동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,17,True,"[6, 1, 4, 3, 3]","[7, 2, 6, 6, 5]",0.6538461538461539,True,True,False
북구,만덕동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,43,True,"[8, 5, 7, 10, 13]","[11, 8, 15, 12, 14]",0.7166666666666667,True,True,False
북구,만덕동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
북구,만덕동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,212,True,"[36, 48, 39, 48, 41]","[65, 88, 92, 89, 83]",0.5083932853717026,True,True,False
북구,화명동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,162,True,"[23, 31, 46, 30, 32]","[45, 51, 75, 48, 54]",0.5934065934065934,True,True,False
북구,화명동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,15,True,"[4, 4, 3, 1, 3]","[6, 4, 7, 2, 4]",0.6521739130434783,True,True,False
북구,화명동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,32,False,"[8, 4, 7, 6, 7]","[14, 10, 12, 11, 10]",0.5614035087719298,False,True,False
북구,화명동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,3,False,"[0, 0, 1, 2, 0]","[0, 5, 7, 6, 4]",0.13636363636363635,True,False,False
북구,화명동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,377,True,"[97, 82, 72, 71, 55]","[165, 142, 130, 117, 98]",0.5782208588957055,True,True,False
사상구,감전동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,92,True,"[14, 19, 15, 27, 17]","[17, 24, 20, 32, 24]",0.7863247863247863,True,True,False
사상구,감전동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,34,True,"[7, 10, 5, 5, 7]","[8, 14, 5, 5, 7]",0.8717948717948718,True,True,False
사상구,감전동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[0, 0, 1, 0, 1]","[0, 0, 2, 0, 1]",0.6666666666666666,True,False,False
사상구,감전동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[0, 0, 0, 1, 1]",0.0,True,False,False
사상구,감전동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,346,True,"[84, 92, 61, 51, 58]","[108, 116, 91, 81, 89]",0.7134020618556701,True,True,False
사상구,괘법동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,143,True,"[29, 14, 39, 27, 34]","[37, 26, 54, 37, 46]",0.715,True,True,False
사상구,괘법동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,34,True,"[6, 3, 10, 10, 5]","[7, 5, 11, 11, 5]",0.8717948717948718,True,True,False
사상구,괘법동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,8,False,"[2, 3, 0, 1, 2]","[2, 4, 1, 4, 3]",0.5714285714285714,True,False,False
사상구,괘법동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,0,False,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",0.0,True,False,False
사상구,괘법동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,372,True,"[95, 78, 58, 80, 61]","[129, 104, 82, 114, 101]",0.7018867924528301,True,True,False
사상구,덕포동,구급,심정지,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,70,True,"[20, 11, 19, 8, 12]","[28, 16, 30, 18, 24]",0.603448275862069,True,True,False
사상구,덕포동,화재,일반화재(주택),"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,19,False,"[3, 4, 11, 0, 1]","[7, 4, 12, 1, 4]",0.6785714285714286,True,False,False
사상구,덕포동,구조,산악사고,"[2020, 2021, 2022, 2023, 2024]",결측·처리조건 민감 또는 5년 반복 미충족,2,False,"[0, 1, 1, 0, 0]","[0, 1, 1, 0, 0]",1.0,True,False,False
사상구,덕포동,구조,수난사고,"[2020, 2021, 2022, 2023, 2024]",해당 조건에서 관측된 신고 없음,0,False,,,,,,False
사상구,덕포동,구급,교통사고,"[2020, 2021, 2022, 2023, 2024]",반복·방향 보존,192,True,"[43, 40, 30, 38, 41]","[71, 64, 47, 68, 70]",0.6,True,True,False
