district,rawDong,candidateCode,candidateCount,originalLinkStatus,livingName,available,geographyConfirmed,joiningRule
금정구,금성동,2641070000,1,both_hypotheses_same_unique_code,금정구 금성동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,남산동,2641067000,1,both_hypotheses_same_unique_code,금정구 남산동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,노포동,2641066500,1,legal_hypothesis_unique_only,금정구 청룡노포동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,두구동,2641063500,1,legal_hypothesis_unique_only,금정구 선두구동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,부곡동,2641057000,4,multiple_or_conflicting_codes,금정구 부곡1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,부곡동,2641058000,4,multiple_or_conflicting_codes,금정구 부곡2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,부곡동,2641059000,4,multiple_or_conflicting_codes,금정구 부곡3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,부곡동,2641059100,4,multiple_or_conflicting_codes,금정구 부곡4동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,서동,2641051000,3,multiple_or_conflicting_codes,금정구 서1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,서동,2641052000,3,multiple_or_conflicting_codes,금정구 서2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,서동,2641053000,3,multiple_or_conflicting_codes,금정구 서3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,선동,2641063500,1,legal_hypothesis_unique_only,금정구 선두구동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,오륜동,2641059000,1,legal_hypothesis_unique_only,금정구 부곡3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,장전동,2641060000,2,multiple_or_conflicting_codes,금정구 장전1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,장전동,2641061000,2,multiple_or_conflicting_codes,금정구 장전2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,청룡동,2641066500,1,legal_hypothesis_unique_only,금정구 청룡노포동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
금정구,회동동,2641055500,1,legal_hypothesis_unique_only,금정구 금사회동동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
기장군,기장읍,2671025000,1,both_hypotheses_same_unique_code,기장군 기장읍,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
기장군,일광읍,2671025900,1,both_hypotheses_same_unique_code,기장군 일광읍,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
기장군,장안읍,2671025300,1,both_hypotheses_same_unique_code,기장군 장안읍,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
기장군,정관읍,2671025600,1,both_hypotheses_same_unique_code,기장군 정관읍,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
기장군,철마면,2671033000,1,both_hypotheses_same_unique_code,기장군 철마면,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,감만동,2629062000,2,multiple_or_conflicting_codes,남구 감만1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,감만동,2629063000,2,multiple_or_conflicting_codes,남구 감만2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,대연동,2629051000,5,multiple_or_conflicting_codes,남구 대연1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,대연동,2629053000,5,multiple_or_conflicting_codes,남구 대연3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,대연동,2629054000,5,multiple_or_conflicting_codes,남구 대연4동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,대연동,2629055000,5,multiple_or_conflicting_codes,남구 대연5동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,대연동,2629056000,5,multiple_or_conflicting_codes,남구 대연6동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,문현동,2629068000,4,multiple_or_conflicting_codes,남구 문현1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,문현동,2629069000,4,multiple_or_conflicting_codes,남구 문현2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,문현동,2629070000,4,multiple_or_conflicting_codes,남구 문현3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,문현동,2629071000,4,multiple_or_conflicting_codes,남구 문현4동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,용당동,2629061000,1,both_hypotheses_same_unique_code,남구 용당동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,용호동,2629057000,4,multiple_or_conflicting_codes,남구 용호1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,용호동,2629058000,4,multiple_or_conflicting_codes,남구 용호2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,용호동,2629059000,4,multiple_or_conflicting_codes,남구 용호3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,용호동,2629060000,4,multiple_or_conflicting_codes,남구 용호4동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
남구,우암동,2629064500,1,both_hypotheses_same_unique_code,남구 우암동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,범일동,2617064500,4,multiple_or_conflicting_codes,동구 좌천동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,범일동,2617065000,4,multiple_or_conflicting_codes,동구 범일1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,범일동,2617066000,4,multiple_or_conflicting_codes,동구 범일2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,범일동,2617068000,4,multiple_or_conflicting_codes,동구 범일5동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,수정동,2617056000,4,multiple_or_conflicting_codes,동구 수정1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,수정동,2617057000,4,multiple_or_conflicting_codes,동구 수정2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,수정동,2617059000,4,multiple_or_conflicting_codes,동구 수정4동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,수정동,2617060000,4,multiple_or_conflicting_codes,동구 수정5동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,좌천동,2617064500,2,multiple_or_conflicting_codes,동구 좌천동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,좌천동,2617068000,2,multiple_or_conflicting_codes,동구 범일5동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,초량동,2617051000,4,multiple_or_conflicting_codes,동구 초량1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,초량동,2617052000,4,multiple_or_conflicting_codes,동구 초량2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,초량동,2617053000,4,multiple_or_conflicting_codes,동구 초량3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동구,초량동,2617055000,4,multiple_or_conflicting_codes,동구 초량6동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,낙민동,2626051000,1,legal_hypothesis_unique_only,동래구 수민동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,명륜동,2626054500,1,both_hypotheses_same_unique_code,동래구 명륜동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,명장동,2626076100,2,multiple_or_conflicting_codes,동래구 명장1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,명장동,2626076200,2,multiple_or_conflicting_codes,동래구 명장2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,복천동,2626052000,1,legal_hypothesis_unique_only,동래구 복산동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,사직동,2626058000,3,multiple_or_conflicting_codes,동래구 사직1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,사직동,2626059000,3,multiple_or_conflicting_codes,동래구 사직2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,사직동,2626060000,3,multiple_or_conflicting_codes,동래구 사직3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,수안동,2626051000,1,legal_hypothesis_unique_only,동래구 수민동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,안락동,2626074000,2,multiple_or_conflicting_codes,동래구 안락1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,안락동,2626075000,2,multiple_or_conflicting_codes,동래구 안락2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,온천동,2626055000,3,multiple_or_conflicting_codes,동래구 온천1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,온천동,2626056000,3,multiple_or_conflicting_codes,동래구 온천2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,온천동,2626057000,3,multiple_or_conflicting_codes,동래구 온천3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
동래구,칠산동,2626052000,1,legal_hypothesis_unique_only,동래구 복산동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,가야동,2623068000,3,multiple_or_conflicting_codes,부산진구 당감2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,가야동,2623071000,3,multiple_or_conflicting_codes,부산진구 가야1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,가야동,2623072000,3,multiple_or_conflicting_codes,부산진구 가야2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,개금동,2623074000,3,multiple_or_conflicting_codes,부산진구 개금1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,개금동,2623075000,3,multiple_or_conflicting_codes,부산진구 개금2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,개금동,2623076000,3,multiple_or_conflicting_codes,부산진구 개금3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,당감동,2623067000,3,multiple_or_conflicting_codes,부산진구 당감1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,당감동,2623068000,3,multiple_or_conflicting_codes,부산진구 당감2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,당감동,2623070000,3,multiple_or_conflicting_codes,부산진구 당감4동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,범전동,2623051000,1,legal_hypothesis_unique_only,부산진구 부전1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,범천동,2623052000,3,multiple_or_conflicting_codes,부산진구 부전2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,범천동,2623077000,3,multiple_or_conflicting_codes,부산진구 범천1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,범천동,2623078000,3,multiple_or_conflicting_codes,부산진구 범천2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,부암동,2623064000,4,multiple_or_conflicting_codes,부산진구 부암1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,부암동,2623066000,4,multiple_or_conflicting_codes,부산진구 부암3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,부암동,2623067000,4,multiple_or_conflicting_codes,부산진구 당감1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,부암동,2623070000,4,multiple_or_conflicting_codes,부산진구 당감4동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,부전동,2623051000,2,multiple_or_conflicting_codes,부산진구 부전1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,부전동,2623052000,2,multiple_or_conflicting_codes,부산진구 부전2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,양정동,2623056000,2,multiple_or_conflicting_codes,부산진구 양정1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,양정동,2623057000,2,multiple_or_conflicting_codes,부산진구 양정2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,연지동,2623051000,3,multiple_or_conflicting_codes,부산진구 부전1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,연지동,2623054000,3,multiple_or_conflicting_codes,부산진구 연지동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,연지동,2623064000,3,multiple_or_conflicting_codes,부산진구 부암1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,전포동,2623060000,2,multiple_or_conflicting_codes,부산진구 전포1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,전포동,2623061000,2,multiple_or_conflicting_codes,부산진구 전포2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,초읍동,2623054000,2,multiple_or_conflicting_codes,부산진구 연지동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
부산진구,초읍동,2623055000,2,multiple_or_conflicting_codes,부산진구 초읍동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,구포동,2632051000,3,multiple_or_conflicting_codes,북구 구포1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,구포동,2632052000,3,multiple_or_conflicting_codes,북구 구포2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,구포동,2632052100,3,multiple_or_conflicting_codes,북구 구포3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,금곡동,2632053000,1,both_hypotheses_same_unique_code,북구 금곡동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,덕천동,2632055000,3,multiple_or_conflicting_codes,북구 덕천1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,덕천동,2632056000,3,multiple_or_conflicting_codes,북구 덕천2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,덕천동,2632056100,3,multiple_or_conflicting_codes,북구 덕천3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,만덕동,2632057100,3,multiple_or_conflicting_codes,북구 만덕1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,만덕동,2632057200,3,multiple_or_conflicting_codes,북구 만덕2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,만덕동,2632057300,3,multiple_or_conflicting_codes,북구 만덕3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,화명동,2632054100,3,multiple_or_conflicting_codes,북구 화명1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,화명동,2632054200,3,multiple_or_conflicting_codes,북구 화명2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
북구,화명동,2632054300,3,multiple_or_conflicting_codes,북구 화명3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,감전동,2653064500,1,both_hypotheses_same_unique_code,사상구 감전동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,괘법동,2653062000,1,both_hypotheses_same_unique_code,사상구 괘법동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,덕포동,2653060000,2,multiple_or_conflicting_codes,사상구 덕포1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,덕포동,2653061000,2,multiple_or_conflicting_codes,사상구 덕포2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,모라동,2653059100,2,multiple_or_conflicting_codes,사상구 모라1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,모라동,2653059300,2,multiple_or_conflicting_codes,사상구 모라3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,삼락동,2653058000,1,both_hypotheses_same_unique_code,사상구 삼락동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,엄궁동,2653068000,1,both_hypotheses_same_unique_code,사상구 엄궁동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,주례동,2653065000,3,multiple_or_conflicting_codes,사상구 주례1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,주례동,2653066000,3,multiple_or_conflicting_codes,사상구 주례2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,주례동,2653066100,3,multiple_or_conflicting_codes,사상구 주례3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사상구,학장동,2653067000,1,both_hypotheses_same_unique_code,사상구 학장동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,감천동,2638062000,2,multiple_or_conflicting_codes,사하구 감천1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,감천동,2638063000,2,multiple_or_conflicting_codes,사하구 감천2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,괴정동,2638051000,4,multiple_or_conflicting_codes,사하구 괴정1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,괴정동,2638052000,4,multiple_or_conflicting_codes,사하구 괴정2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,괴정동,2638053000,4,multiple_or_conflicting_codes,사하구 괴정3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,괴정동,2638054000,4,multiple_or_conflicting_codes,사하구 괴정4동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,구평동,2638061000,1,both_hypotheses_same_unique_code,사하구 구평동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,다대동,2638060100,2,multiple_or_conflicting_codes,사하구 다대1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,다대동,2638060200,2,multiple_or_conflicting_codes,사하구 다대2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,당리동,2638055000,1,both_hypotheses_same_unique_code,사하구 당리동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,신평동,2638057100,2,multiple_or_conflicting_codes,사하구 신평1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,신평동,2638057200,2,multiple_or_conflicting_codes,사하구 신평2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,장림동,2638058000,2,multiple_or_conflicting_codes,사하구 장림1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,장림동,2638059000,2,multiple_or_conflicting_codes,사하구 장림2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,하단동,2638056100,2,multiple_or_conflicting_codes,사하구 하단1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
사하구,하단동,2638056200,2,multiple_or_conflicting_codes,사하구 하단2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
서구,남부민동,2614065000,2,multiple_or_conflicting_codes,서구 남부민1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
서구,남부민동,2614066000,2,multiple_or_conflicting_codes,서구 남부민2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
서구,동대신동1가,2614051000,1,legal_hypothesis_unique_only,서구 동대신1동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
서구,동대신동2가,2614052000,1,legal_hypothesis_unique_only,서구 동대신2동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
서구,동대신동3가,2614053000,1,legal_hypothesis_unique_only,서구 동대신3동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
서구,부민동1가,2614059000,1,legal_hypothesis_unique_only,서구 부민동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
서구,부민동2가,2614059000,1,legal_hypothesis_unique_only,서구 부민동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
서구,부민동3가,2614059000,1,legal_hypothesis_unique_only,서구 부민동,True,False,기존 후보코드에 생활인구를 개별 연결. 후보 합산·119 사건 배분 없음
